,Date,Latitude,Longitude,Time difference,Time difference in months,Time difference in weeks,Time difference in hours
418,2020-07-09 08:07:41+00:00,51.513928,-0.108231,0 days 00:00:00,0.0,0.0,0.0
419,2020-07-09 08:07:41+00:00,51.513928,-0.108231,0 days 01:52:30,0.0,0.0,1.875
420,2020-07-09 10:00:11+00:00,51.515307,-0.097277,0 days 00:00:00,0.0,0.0,0.0
421,2020-07-09 10:00:11+00:00,51.515307,-0.097277,0 days 01:26:10,0.0,0.0,1.4361111111111111
422,2020-07-09 11:26:21+00:00,51.515142,-0.097645,0 days 00:00:00,0.0,0.0,0.0
423,2020-07-09 11:26:21+00:00,51.515142,-0.097645,0 days 16:21:00,0.0,0.0,16.35
426,2020-07-10 03:47:21+00:00,51.51121,-0.094206,0 days 00:00:00,0.0,0.0,0.0
427,2020-07-10 03:47:21+00:00,51.51121,-0.094206,0 days 22:38:58,0.0,0.0,22.649444444444445
430,2020-07-11 02:26:19+00:00,51.516814,-0.08162,0 days 00:00:00,0.0,0.0,0.0
431,2020-07-11 02:26:19+00:00,51.516814,-0.08162,2 days 01:07:47,0.0657030223390276,0.2857142857142857,49.12972222222222
434,2020-07-13 03:34:06+00:00,51.51768,-0.078484,0 days 00:00:00,0.0,0.0,0.0
435,2020-07-13 03:34:06+00:00,51.51768,-0.078484,0 days 00:08:14,0.0,0.0,0.13722222222222222
436,2020-07-13 03:42:20+00:00,51.508587,-0.078924,0 days 00:00:00,0.0,0.0,0.0
437,2020-07-13 03:42:20+00:00,51.508587,-0.078924,0 days 01:00:13,0.0,0.0,1.003611111111111
438,2020-07-13 04:42:33+00:00,51.508587,-0.078924,0 days 00:00:00,0.0,0.0,0.0
439,2020-07-13 04:42:33+00:00,51.508587,-0.078924,0 days 06:07:38,0.0,0.0,6.127222222222223
440,2020-07-13 10:50:11+00:00,51.516508,-0.079398,0 days 00:00:00,0.0,0.0,0.0
441,2020-07-13 10:50:11+00:00,51.516508,-0.079398,0 days 15:35:09,0.0,0.0,15.585833333333333
444,2020-07-14 02:25:20+00:00,51.513952,-0.085833,0 days 00:00:00,0.0,0.0,0.0
445,2020-07-14 02:25:20+00:00,51.513952,-0.085833,0 days 07:33:11,0.0,0.0,7.553055555555556
446,2020-07-14 09:58:31+00:00,51.511386,-0.092296,0 days 00:00:00,0.0,0.0,0.0
447,2020-07-14 09:58:31+00:00,51.511386,-0.092296,0 days 22:32:15,0.0,0.0,22.5375
450,2020-07-15 08:30:46+00:00,51.514753,-0.082571,0 days 00:00:00,0.0,0.0,0.0
451,2020-07-15 08:30:46+00:00,51.514753,-0.082571,0 days 18:40:31,0.0,0.0,18.67527777777778
454,2020-07-16 03:11:17+00:00,51.518462,-0.093845,0 days 00:00:00,0.0,0.0,0.0
455,2020-07-16 03:11:17+00:00,51.518462,-0.093845,0 days 01:11:21,0.0,0.0,1.1891666666666667
456,2020-07-16 04:22:38+00:00,51.513377,-0.096363,0 days 00:00:00,0.0,0.0,0.0
457,2020-07-16 04:22:38+00:00,51.513377,-0.096363,4 days 03:29:31,0.1314060446780552,0.5714285714285714,99.49194444444444
464,2020-07-20 07:52:09+00:00,51.513377,-0.096363,0 days 00:00:00,0.0,0.0,0.0
465,2020-07-20 07:52:09+00:00,51.513377,-0.096363,0 days 16:20:37,0.0,0.0,16.343611111111112
468,2020-07-21 00:12:46+00:00,51.520846,-0.100593,0 days 00:00:00,0.0,0.0,0.0
469,2020-07-21 00:12:46+00:00,51.520846,-0.100593,0 days 00:26:11,0.0,0.0,0.4363888888888889
470,2020-07-21 00:38:57+00:00,51.519312,-0.103597,0 days 00:00:00,0.0,0.0,0.0
471,2020-07-21 00:38:57+00:00,51.519312,-0.103597,0 days 01:26:00,0.0,0.0,1.4333333333333333
472,2020-07-21 02:04:57+00:00,51.519312,-0.103597,0 days 00:00:00,0.0,0.0,0.0
473,2020-07-21 02:04:57+00:00,51.519312,-0.103597,0 days 01:33:41,0.0,0.0,1.561388888888889
474,2020-07-21 03:38:38+00:00,51.509848,-0.104494,0 days 00:00:00,0.0,0.0,0.0
475,2020-07-21 03:38:38+00:00,51.509848,-0.104494,0 days 02:53:22,0.0,0.0,2.8894444444444445
476,2020-07-21 06:32:00+00:00,51.511053,-0.075722,0 days 00:00:00,0.0,0.0,0.0
477,2020-07-21 06:32:00+00:00,51.511053,-0.075722,0 days 20:09:41,0.0,0.0,20.16138888888889
480,2020-07-22 02:41:41+00:00,51.506255,-0.074901,0 days 00:00:00,0.0,0.0,0.0
481,2020-07-22 02:41:41+00:00,51.506255,-0.074901,0 days 02:18:35,0.0,0.0,2.3097222222222222
482,2020-07-22 05:00:16+00:00,51.516814,-0.08162,0 days 00:00:00,0.0,0.0,0.0
483,2020-07-22 05:00:16+00:00,51.516814,-0.08162,1 days 06:26:16,0.0328515111695138,0.14285714285714285,30.43777777777778
490,2020-07-23 11:26:32+00:00,51.521038,-0.078718,0 days 00:00:00,0.0,0.0,0.0
491,2020-07-23 11:26:32+00:00,51.521038,-0.078718,0 days 12:47:34,0.0,0.0,12.792777777777777
492,2020-07-24 00:14:06+00:00,51.517231,-0.079613,0 days 00:00:00,0.0,0.0,0.0
493,2020-07-24 00:14:06+00:00,51.517231,-0.079613,0 days 00:31:38,0.0,0.0,0.5272222222222223
494,2020-07-24 00:45:44+00:00,51.517196,-0.085149,0 days 00:00:00,0.0,0.0,0.0
495,2020-07-24 00:45:44+00:00,51.517196,-0.085149,0 days 00:37:57,0.0,0.0,0.6325
496,2020-07-24 01:23:41+00:00,51.518511,-0.08531,0 days 00:00:00,0.0,0.0,0.0
497,2020-07-24 01:23:41+00:00,51.518511,-0.08531,0 days 00:17:29,0.0,0.0,0.29138888888888886
498,2020-07-24 01:41:10+00:00,51.517231,-0.079613,0 days 00:00:00,0.0,0.0,0.0
499,2020-07-24 01:41:10+00:00,51.517231,-0.079613,0 days 23:50:12,0.0,0.0,23.836666666666666
502,2020-07-25 01:31:22+00:00,51.516814,-0.08162,0 days 00:00:00,0.0,0.0,0.0
503,2020-07-25 01:31:22+00:00,51.516814,-0.08162,0 days 00:12:25,0.0,0.0,0.20694444444444443
504,2020-07-25 01:43:47+00:00,51.516814,-0.08162,0 days 00:00:00,0.0,0.0,0.0
505,2020-07-25 01:43:47+00:00,51.516814,-0.08162,0 days 01:44:35,0.0,0.0,1.7430555555555556
506,2020-07-25 03:28:22+00:00,51.516814,-0.08162,0 days 00:00:00,0.0,0.0,0.0
507,2020-07-25 03:28:22+00:00,51.516814,-0.08162,0 days 03:53:46,0.0,0.0,3.8961111111111113
514,2020-07-25 07:22:08+00:00,51.518262,-0.097053,0 days 00:00:00,0.0,0.0,0.0
515,2020-07-25 07:22:08+00:00,51.518262,-0.097053,1 days 18:39:12,0.0328515111695138,0.14285714285714285,42.653333333333336
516,2020-07-27 02:01:20+00:00,51.512888,-0.094482,0 days 00:00:00,0.0,0.0,0.0
517,2020-07-27 02:01:20+00:00,51.512888,-0.094482,1 days 03:58:50,0.0328515111695138,0.14285714285714285,27.980555555555554
520,2020-07-28 06:00:10+00:00,51.512027,-0.082527,0 days 00:00:00,0.0,0.0,0.0
521,2020-07-28 06:00:10+00:00,51.512027,-0.082527,0 days 01:53:30,0.0,0.0,1.8916666666666666
522,2020-07-28 07:53:40+00:00,51.512027,-0.082527,0 days 00:00:00,0.0,0.0,0.0
523,2020-07-28 07:53:40+00:00,51.512027,-0.082527,0 days 16:51:24,0.0,0.0,16.856666666666666
524,2020-07-29 00:45:04+00:00,51.52331,-0.098342,0 days 00:00:00,0.0,0.0,0.0
525,2020-07-29 00:45:04+00:00,51.52331,-0.098342,0 days 05:19:30,0.0,0.0,5.325
526,2020-07-29 06:04:34+00:00,51.516814,-0.08162,0 days 00:00:00,0.0,0.0,0.0
527,2020-07-29 06:04:34+00:00,51.516814,-0.08162,0 days 20:55:09,0.0,0.0,20.919166666666666
528,2020-07-30 02:59:43+00:00,51.513769,-0.076833,0 days 00:00:00,0.0,0.0,0.0
529,2020-07-30 02:59:43+00:00,51.513769,-0.076833,0 days 05:52:32,0.0,0.0,5.875555555555556
530,2020-07-30 08:52:15+00:00,51.51539,-0.070437,0 days 00:00:00,0.0,0.0,0.0
531,2020-07-30 08:52:15+00:00,51.51539,-0.070437,0 days 18:35:29,0.0,0.0,18.59138888888889
532,2020-07-31 03:27:44+00:00,51.517032,-0.089451,0 days 00:00:00,0.0,0.0,0.0
533,2020-07-31 03:27:44+00:00,51.517032,-0.089451,0 days 01:34:43,0.0,0.0,1.5786111111111112
534,2020-07-31 05:02:27+00:00,51.51768,-0.078484,0 days 00:00:00,0.0,0.0,0.0
535,2020-07-31 05:02:27+00:00,51.51768,-0.078484,0 days 03:15:01,0.0,0.0,3.250277777777778
536,2020-07-31 08:17:28+00:00,51.52051,-0.08158,0 days 00:00:00,0.0,0.0,0.0
537,2020-07-31 08:17:28+00:00,51.52051,-0.08158,0 days 00:43:43,0.0,0.0,0.7286111111111111
538,2020-07-31 09:01:11+00:00,51.504764,-0.113192,0 days 00:00:00,0.0,0.0,0.0
539,2020-07-31 09:01:11+00:00,51.504764,-0.113192,2 days 19:02:35,0.0657030223390276,0.2857142857142857,67.04305555555555
540,2020-08-03 04:03:46+00:00,51.521038,-0.078718,0 days 20:19:22,0.0,0.0,20.322777777777777
542,2020-08-04 00:23:08+00:00,51.509532,-0.088843,0 days 00:06:14,0.0,0.0,0.10388888888888889
543,2020-08-04 00:29:22+00:00,51.509532,-0.088843,1 days 05:47:06,0.0328515111695138,0.14285714285714285,29.785
544,2020-08-05 06:16:28+00:00,51.518864,-0.097562,0 days 21:58:10,0.0,0.0,21.969444444444445
546,2020-08-06 04:14:38+00:00,51.513447,-0.093493,1 days 21:03:29,0.0328515111695138,0.14285714285714285,45.058055555555555
549,2020-08-08 01:18:07+00:00,51.51792,-0.092628,0 days 07:27:34,0.0,0.0,7.459444444444444
550,2020-08-08 08:45:41+00:00,51.513389,-0.080034,0 days 17:10:50,0.0,0.0,17.180555555555557
552,2020-08-09 01:56:31+00:00,51.510868,-0.0969,0 days 00:15:19,0.0,0.0,0.25527777777777777
553,2020-08-09 02:11:50+00:00,51.512387,-0.082512,0 days 01:00:04,0.0,0.0,1.001111111111111
554,2020-08-09 03:11:54+00:00,51.512387,-0.082512,1 days 23:22:08,0.0328515111695138,0.14285714285714285,47.36888888888889
557,2020-08-11 02:34:02+00:00,51.514457,-0.073849,0 days 22:12:11,0.0,0.0,22.203055555555554
559,2020-08-12 00:46:13+00:00,51.509848,-0.104494,0 days 01:34:25,0.0,0.0,1.573611111111111
561,2020-08-12 02:20:38+00:00,51.516351,-0.082965,0 days 23:55:41,0.0,0.0,23.928055555555556
564,2020-08-13 02:16:19+00:00,51.516347,-0.104887,0 days 23:26:18,0.0,0.0,23.438333333333333
567,2020-08-14 01:42:37+00:00,51.508066,-0.08778,0 days 23:32:20,0.0,0.0,23.538888888888888
568,2020-08-15 01:14:57+00:00,51.516767,-0.098572,0 days 23:16:59,0.0,0.0,23.283055555555556
569,2020-08-16 00:31:56+00:00,51.519703,-0.101649,1 days 04:12:36,0.0328515111695138,0.14285714285714285,28.21
574,2020-08-17 04:44:32+00:00,51.525017,-0.035504,1 days 02:59:56,0.0328515111695138,0.14285714285714285,26.99888888888889
576,2020-08-18 07:44:28+00:00,51.510014,-0.081516,0 days 02:48:13,0.0,0.0,2.803611111111111
577,2020-08-18 10:32:41+00:00,51.511923,-0.086624,1 days 01:12:36,0.0328515111695138,0.14285714285714285,25.21
580,2020-08-19 11:45:17+00:00,51.51768,-0.078484,0 days 14:59:36,0.0,0.0,14.993333333333334
581,2020-08-20 02:44:53+00:00,51.509848,-0.104494,0 days 23:41:29,0.0,0.0,23.691388888888888
582,2020-08-21 02:26:22+00:00,51.516814,-0.08162,0 days 00:12:06,0.0,0.0,0.20166666666666666
583,2020-08-21 02:38:28+00:00,51.52029,-0.078591,6 days 07:29:33,0.19710906701708278,0.8571428571428571,151.4925
591,2020-08-27 10:08:01+00:00,51.513389,-0.080034,0 days 23:19:17,0.0,0.0,23.32138888888889
593,2020-08-28 09:27:18+00:00,51.51768,-0.078484,0 days 01:03:04,0.0,0.0,1.051111111111111
594,2020-08-28 10:30:22+00:00,51.51104,-0.113726,0 days 17:32:16,0.0,0.0,17.537777777777777
595,2020-08-29 04:02:38+00:00,51.516351,-0.082965,0 days 02:45:03,0.0,0.0,2.7508333333333335
596,2020-08-29 06:47:41+00:00,51.516347,-0.104887,1 days 19:57:41,0.0328515111695138,0.14285714285714285,43.96138888888889
597,2020-08-31 02:45:22+00:00,51.509848,-0.104494,0 days 00:56:21,0.0,0.0,0.9391666666666667
599,2020-08-31 03:41:43+00:00,51.516814,-0.08162,0 days 07:24:01,0.0,0.0,7.400277777777778
604,2020-08-31 11:05:44+00:00,51.509848,-0.104494,0 days 20:37:50,0.0,0.0,20.630555555555556
605,2020-09-01 07:43:34+00:00,51.519812,-0.093933,0 days 00:50:51,0.0,0.0,0.8475
606,2020-09-01 08:34:25+00:00,51.517149,-0.08776,3 days 15:59:31,0.09855453350854139,0.42857142857142855,87.99194444444444
609,2020-09-05 00:33:56+00:00,51.512108,-0.097973,1 days 00:32:40,0.0328515111695138,0.14285714285714285,24.544444444444444
611,2020-09-06 01:06:36+00:00,51.509757,-0.083386,0 days 06:52:50,0.0,0.0,6.8805555555555555
612,2020-09-06 07:59:26+00:00,51.516814,-0.08162,2 days 03:51:43,0.0657030223390276,0.2857142857142857,51.86194444444445
615,2020-09-08 11:51:09+00:00,51.516497,-0.094115,0 days 17:29:04,0.0,0.0,17.484444444444446
616,2020-09-09 05:20:13+00:00,51.516814,-0.08162,0 days 21:11:51,0.0,0.0,21.1975
617,2020-09-10 02:32:04+00:00,51.518864,-0.097562,1 days 01:06:57,0.0328515111695138,0.14285714285714285,25.115833333333335
618,2020-09-11 03:39:01+00:00,51.515033,-0.07825,0 days 21:35:25,0.0,0.0,21.59027777777778
619,2020-09-12 01:14:26+00:00,51.517058,-0.083296,0 days 05:09:15,0.0,0.0,5.154166666666667
621,2020-09-12 06:23:41+00:00,51.511133,-0.096659,0 days 00:43:48,0.0,0.0,0.73
622,2020-09-12 07:07:29+00:00,51.517058,-0.083296,0 days 18:22:41,0.0,0.0,18.378055555555555
623,2020-09-13 01:30:10+00:00,51.509547,-0.076031,0 days 00:36:59,0.0,0.0,0.6163888888888889
624,2020-09-13 02:07:09+00:00,51.509547,-0.076031,0 days 00:57:50,0.0,0.0,0.9638888888888889
625,2020-09-13 03:04:59+00:00,51.51768,-0.078484,0 days 05:18:35,0.0,0.0,5.309722222222222
626,2020-09-13 08:23:34+00:00,51.510795,-0.077578,1 days 01:49:45,0.0328515111695138,0.14285714285714285,25.829166666666666
627,2020-09-14 10:13:19+00:00,51.516814,-0.08162,0 days 19:21:27,0.0,0.0,19.3575
628,2020-09-15 05:34:46+00:00,51.517231,-0.079613,0 days 18:48:08,0.0,0.0,18.802222222222223
629,2020-09-16 00:22:54+00:00,51.517058,-0.083296,1 days 05:49:13,0.0328515111695138,0.14285714285714285,29.82027777777778
631,2020-09-17 06:12:07+00:00,51.517431,-0.082458,0 days 00:43:03,0.0,0.0,0.7175
632,2020-09-17 06:55:10+00:00,51.517032,-0.089451,0 days 02:23:20,0.0,0.0,2.388888888888889
633,2020-09-17 09:18:30+00:00,51.506255,-0.074901,0 days 15:28:14,0.0,0.0,15.470555555555556
635,2020-09-18 00:46:44+00:00,51.517196,-0.085149,0 days 04:14:55,0.0,0.0,4.248611111111111
636,2020-09-18 05:01:39+00:00,51.511916,-0.076853,0 days 00:32:26,0.0,0.0,0.5405555555555556
638,2020-09-18 05:34:05+00:00,51.511916,-0.076853,0 days 02:48:43,0.0,0.0,2.8119444444444444
639,2020-09-18 08:22:48+00:00,51.513389,-0.080034,2 days 17:15:24,0.0657030223390276,0.2857142857142857,65.25666666666666
640,2020-09-21 01:38:12+00:00,51.516508,-0.079398,0 days 03:32:17,0.0,0.0,3.5380555555555557
641,2020-09-21 05:10:29+00:00,51.517032,-0.089451,0 days 01:59:51,0.0,0.0,1.9975
642,2020-09-21 07:10:20+00:00,51.509313,-0.07385,0 days 20:22:43,0.0,0.0,20.378611111111113
643,2020-09-22 03:33:03+00:00,51.511749,-0.108018,1 days 21:28:11,0.0328515111695138,0.14285714285714285,45.469722222222224
646,2020-09-24 01:01:14+00:00,51.515728,-0.078393,0 days 04:57:58,0.0,0.0,4.966111111111111
648,2020-09-24 05:59:12+00:00,51.515728,-0.078393,2 days 18:23:37,0.0657030223390276,0.2857142857142857,66.39361111111111
650,2020-09-27 00:22:49+00:00,51.516006,-0.080573,1 days 00:39:04,0.0328515111695138,0.14285714285714285,24.65111111111111
651,2020-09-28 01:01:53+00:00,51.516347,-0.104887,0 days 05:11:32,0.0,0.0,5.192222222222222
652,2020-09-28 06:13:25+00:00,51.513171,-0.077694,0 days 00:42:34,0.0,0.0,0.7094444444444444
653,2020-09-28 06:55:59+00:00,51.510828,-0.086166,0 days 18:48:44,0.0,0.0,18.81222222222222
654,2020-09-29 01:44:43+00:00,51.516767,-0.098572,0 days 01:05:57,0.0,0.0,1.0991666666666666
655,2020-09-29 02:50:40+00:00,51.516814,-0.08162,1 days 05:55:32,0.0328515111695138,0.14285714285714285,29.925555555555555
657,2020-09-30 08:46:12+00:00,51.513389,-0.080034,0 days 01:10:23,0.0,0.0,1.1730555555555555
658,2020-09-30 09:56:35+00:00,51.513389,-0.080034,1 days 21:38:44,0.0328515111695138,0.14285714285714285,45.64555555555555
660,2020-10-02 07:35:19+00:00,51.512598,-0.084967,0 days 01:12:24,0.0,0.0,1.2066666666666668
661,2020-10-02 08:47:43+00:00,51.510795,-0.077578,0 days 15:45:34,0.0,0.0,15.759444444444444
663,2020-10-03 00:33:17+00:00,51.512678,-0.079444,0 days 06:20:35,0.0,0.0,6.343055555555556
664,2020-10-03 06:53:52+00:00,51.516347,-0.104887,0 days 01:26:34,0.0,0.0,1.4427777777777777
666,2020-10-03 08:20:26+00:00,51.51265,-0.101452,0 days 21:30:58,0.0,0.0,21.516111111111112
667,2020-10-04 05:51:24+00:00,51.516814,-0.08162,0 days 00:21:07,0.0,0.0,0.35194444444444445
668,2020-10-04 06:12:31+00:00,51.516814,-0.08162,2 days 22:08:19,0.0657030223390276,0.2857142857142857,70.13861111111112
670,2020-10-07 04:20:50+00:00,51.514203,-0.094628,1 days 04:45:11,0.0328515111695138,0.14285714285714285,28.753055555555555
673,2020-10-08 09:06:01+00:00,51.516347,-0.104887,0 days 01:19:12,0.0,0.0,1.32
674,2020-10-08 10:25:13+00:00,51.517231,-0.079613,0 days 15:57:28,0.0,0.0,15.957777777777778
678,2020-10-09 02:22:41+00:00,51.506255,-0.074901,0 days 05:18:11,0.0,0.0,5.303055555555556
679,2020-10-09 07:40:52+00:00,51.511812,-0.089698,0 days 16:25:15,0.0,0.0,16.420833333333334
681,2020-10-10 00:06:07+00:00,51.509313,-0.07385,0 days 01:09:26,0.0,0.0,1.1572222222222222
682,2020-10-10 01:15:33+00:00,51.506255,-0.074901,0 days 03:47:01,0.0,0.0,3.783611111111111
683,2020-10-10 05:02:34+00:00,51.506255,-0.074901,0 days 00:45:09,0.0,0.0,0.7525
684,2020-10-10 05:47:43+00:00,51.506255,-0.074901,2 days 22:03:21,0.0657030223390276,0.2857142857142857,70.05583333333334
685,2020-10-13 03:51:04+00:00,51.514457,-0.073849,0 days 01:12:34,0.0,0.0,1.2094444444444445
686,2020-10-13 05:03:38+00:00,51.512952,-0.096814,0 days 00:00:50,0.0,0.0,0.013888888888888888
687,2020-10-13 05:04:28+00:00,51.512952,-0.096814,0 days 00:58:29,0.0,0.0,0.9747222222222223
688,2020-10-13 06:02:57+00:00,51.513885,-0.102741,0 days 03:14:38,0.0,0.0,3.243888888888889
689,2020-10-13 09:17:35+00:00,51.516814,-0.08162,0 days 22:38:27,0.0,0.0,22.640833333333333
690,2020-10-14 07:56:02+00:00,51.515033,-0.07825,0 days 18:05:30,0.0,0.0,18.091666666666665
691,2020-10-15 02:01:32+00:00,51.523156,-0.09721,0 days 00:11:01,0.0,0.0,0.1836111111111111
692,2020-10-15 02:12:33+00:00,51.523156,-0.09721,0 days 23:43:50,0.0,0.0,23.730555555555554
695,2020-10-16 01:56:23+00:00,51.518046,-0.077777,0 days 06:43:14,0.0,0.0,6.720555555555555
696,2020-10-16 08:39:37+00:00,51.516814,-0.08162,0 days 00:19:20,0.0,0.0,0.32222222222222224
697,2020-10-16 08:58:57+00:00,51.516347,-0.104887,2 days 15:24:38,0.0657030223390276,0.2857142857142857,63.410555555555554
698,2020-10-19 00:23:35+00:00,51.518709,-0.101345,0 days 00:12:51,0.0,0.0,0.21416666666666667
699,2020-10-19 00:36:26+00:00,51.506255,-0.074901,2 days 08:34:19,0.0657030223390276,0.2857142857142857,56.57194444444445
702,2020-10-21 09:10:45+00:00,51.516814,-0.08162,0 days 19:44:46,0.0,0.0,19.746111111111112
706,2020-10-22 04:55:31+00:00,51.509848,-0.104494,0 days 05:57:44,0.0,0.0,5.9622222222222225
708,2020-10-22 10:53:15+00:00,51.509757,-0.083386,0 days 16:21:59,0.0,0.0,16.36638888888889
709,2020-10-23 03:15:14+00:00,51.516047,-0.075411,0 days 00:05:52,0.0,0.0,0.09777777777777778
710,2020-10-23 03:21:06+00:00,51.516047,-0.075411,3 days 02:39:07,0.09855453350854139,0.42857142857142855,74.65194444444444
714,2020-10-26 06:00:13+00:00,51.51265,-0.101452,0 days 06:12:58,0.0,0.0,6.216111111111111
716,2020-10-26 12:13:11+00:00,51.517431,-0.082458,3 days 14:34:19,0.09855453350854139,0.42857142857142855,86.57194444444444
718,2020-10-30 02:47:30+00:00,51.518511,-0.08531,0 days 00:16:23,0.0,0.0,0.27305555555555555
719,2020-10-30 03:03:53+00:00,51.518511,-0.08531,0 days 05:34:33,0.0,0.0,5.575833333333334
721,2020-10-30 08:38:26+00:00,51.517431,-0.082458,0 days 01:39:05,0.0,0.0,1.6513888888888888
722,2020-10-30 10:17:31+00:00,51.517431,-0.082458,0 days 00:19:24,0.0,0.0,0.3233333333333333
723,2020-10-30 10:36:55+00:00,51.518189,-0.082628,0 days 00:03:25,0.0,0.0,0.05694444444444444
724,2020-10-30 10:40:20+00:00,51.518619,-0.088621,0 days 01:35:16,0.0,0.0,1.5877777777777777
726,2020-10-30 12:15:36+00:00,51.510626,-0.039135,0 days 21:03:02,0.0,0.0,21.050555555555555
727,2020-10-31 09:18:38+00:00,51.518189,-0.082628,2 days 18:56:10,0.0657030223390276,0.2857142857142857,66.93611111111112
729,2020-11-03 04:14:48+00:00,51.50932,-0.084701,0 days 05:46:24,0.0,0.0,5.773333333333333
730,2020-11-03 10:01:12+00:00,51.513171,-0.077694,1 days 16:05:23,0.0328515111695138,0.14285714285714285,40.08972222222222
732,2020-11-05 02:06:35+00:00,51.51868,-0.085173,0 days 03:44:38,0.0,0.0,3.743888888888889
734,2020-11-05 05:51:13+00:00,51.516351,-0.082965,0 days 04:26:46,0.0,0.0,4.446111111111111
735,2020-11-05 10:17:59+00:00,51.517149,-0.08776,0 days 18:16:23,0.0,0.0,18.273055555555555
736,2020-11-06 04:34:22+00:00,51.510182,-0.092865,0 days 05:32:52,0.0,0.0,5.547777777777778
738,2020-11-06 10:07:14+00:00,51.51768,-0.078484,0 days 00:29:13,0.0,0.0,0.48694444444444446
739,2020-11-06 10:36:27+00:00,51.51265,-0.101452,0 days 02:00:17,0.0,0.0,2.004722222222222
741,2020-11-06 12:36:44+00:00,51.510182,-0.092865,2 days 15:09:37,0.0657030223390276,0.2857142857142857,63.16027777777778
745,2020-11-09 03:46:21+00:00,51.510182,-0.092865,2 days 04:42:10,0.0657030223390276,0.2857142857142857,52.702777777777776
749,2020-11-11 08:28:31+00:00,51.517431,-0.082458,0 days 19:43:40,0.0,0.0,19.727777777777778
750,2020-11-12 04:12:11+00:00,51.51713,-0.107147,0 days 00:34:25,0.0,0.0,0.5736111111111111
751,2020-11-12 04:46:36+00:00,51.525044,-0.094392,1 days 02:32:56,0.0328515111695138,0.14285714285714285,26.54888888888889
753,2020-11-13 07:19:32+00:00,51.518189,-0.082628,0 days 00:47:59,0.0,0.0,0.7997222222222222
754,2020-11-13 08:07:31+00:00,51.51792,-0.092628,0 days 23:32:04,0.0,0.0,23.534444444444443
755,2020-11-14 07:39:35+00:00,51.51862,-0.094747,3 days 03:16:30,0.09855453350854139,0.42857142857142855,75.275
758,2020-11-17 10:56:05+00:00,51.51118,-0.073065,0 days 18:15:46,0.0,0.0,18.262777777777778
759,2020-11-18 05:11:51+00:00,51.509848,-0.104494,0 days 02:07:55,0.0,0.0,2.1319444444444446
760,2020-11-18 07:19:46+00:00,51.516834,-0.076199,0 days 01:04:39,0.0,0.0,1.0775
761,2020-11-18 08:24:25+00:00,51.508971,-0.078779,1 days 23:48:01,0.0328515111695138,0.14285714285714285,47.80027777777778
764,2020-11-20 08:12:26+00:00,51.510148,-0.077029,0 days 01:09:30,0.0,0.0,1.1583333333333334
765,2020-11-20 09:21:56+00:00,51.512147,-0.092077,0 days 01:38:22,0.0,0.0,1.6394444444444445
766,2020-11-20 11:00:18+00:00,51.51868,-0.085173,2 days 01:03:35,0.0657030223390276,0.2857142857142857,49.05972222222222
767,2020-11-22 12:03:53+00:00,51.5169,-0.084095,0 days 00:34:48,0.0,0.0,0.58
768,2020-11-22 12:38:41+00:00,51.520206,-0.097736,0 days 13:20:38,0.0,0.0,13.34388888888889
769,2020-11-23 01:59:19+00:00,51.511445,-0.07608,0 days 03:02:28,0.0,0.0,3.0411111111111113
770,2020-11-23 05:01:47+00:00,51.512462,-0.076095,0 days 00:50:49,0.0,0.0,0.8469444444444445
771,2020-11-23 05:52:36+00:00,51.525851,-0.055882,0 days 22:47:27,0.0,0.0,22.79083333333333
773,2020-11-24 04:40:03+00:00,51.509532,-0.088843,0 days 21:49:12,0.0,0.0,21.82
774,2020-11-25 02:29:15+00:00,51.509876,-0.086278,0 days 02:20:07,0.0,0.0,2.335277777777778
775,2020-11-25 04:49:22+00:00,51.546265,-0.071727,0 days 06:27:18,0.0,0.0,6.455
776,2020-11-25 11:16:40+00:00,51.528493,-0.091394,0 days 16:48:33,0.0,0.0,16.809166666666666
777,2020-11-26 04:05:13+00:00,51.512856,-0.073254,0 days 00:20:09,0.0,0.0,0.3358333333333333
778,2020-11-26 04:25:22+00:00,51.512856,-0.073254,0 days 05:55:20,0.0,0.0,5.9222222222222225
780,2020-11-26 10:20:42+00:00,51.513377,-0.096363,0 days 01:22:43,0.0,0.0,1.378611111111111
781,2020-11-26 11:43:25+00:00,51.513377,-0.096363,0 days 17:27:47,0.0,0.0,17.463055555555556
782,2020-11-27 05:11:12+00:00,51.516814,-0.08162,0 days 07:34:08,0.0,0.0,7.568888888888889
783,2020-11-27 12:45:20+00:00,51.513377,-0.096363,0 days 13:44:42,0.0,0.0,13.745
784,2020-11-28 02:30:02+00:00,51.506255,-0.074901,0 days 00:06:38,0.0,0.0,0.11055555555555556
785,2020-11-28 02:36:40+00:00,51.506255,-0.074901,0 days 04:14:26,0.0,0.0,4.240555555555556
786,2020-11-28 06:51:06+00:00,51.516814,-0.08162,0 days 02:47:10,0.0,0.0,2.786111111111111
787,2020-11-28 09:38:16+00:00,51.517058,-0.083296,0 days 02:13:27,0.0,0.0,2.2241666666666666
788,2020-11-28 11:51:43+00:00,51.517149,-0.08776,0 days 00:53:41,0.0,0.0,0.8947222222222222
789,2020-11-28 12:45:24+00:00,51.506255,-0.074901,0 days 14:57:38,0.0,0.0,14.960555555555555
790,2020-11-29 03:43:02+00:00,51.508066,-0.08778,1 days 00:39:23,0.0328515111695138,0.14285714285714285,24.656388888888888
